Gender,Age,Education Level,Marital Status,Household Males,Household Females,Educated Family Members,Oldest Child?,Younger Siblings,Older Siblings,Mother’s Education,Father’s Education,Parents’ Jobs,Family Income,Part-Time Work?,District,Family Abroad,Abroad Country,Plans to Study Abroad,Reasons for Staying,Target Study Abroad Country,Planned Year Abroad,Study Subject Abroad,Decision Difficulty,AI Tool Usefulness (1-10),Current Country,Study Start Date,Study Subject,Choosing Difficulty,AI Tool Usefulness (1-10),Education Quality,Career Prospects,Political Factors,Social Factors,Economic Factors,Safety/Security,University Preference,Language Access,Cultural Exposure,Research Opportunities,Environmental Factors,AI Familiarity,Key AI Factors,Valuable AI Insights,AI Bias Concerns,Trust in AI,Used AI Tools,Additional Comments,Quality Edu Ranking - A,Quality Edu Ranking - B,Career Rank -A,Career Rank -B,Political Rank -A,Political Rank -B,Social Rank -A,Social Rank -B,Economic Rank -A,Economic Rank -B,Safety Rank -A,Safety Rank -B,University Rank -A,University Rank -B,Language Rank -A,Language Rank -B,Cultural Rank -A,Cultural Rank -B,Research Rank -A,Research Rank -B,Environment Rank -A,Environment Rank -B
Male,21-25,Bachelor's Degree,Married,2,2,3,No,,1,Primary,PCL/+2,Business,"NPR 30,001 to NPR 60,000",Yes,Pyuthan,No,,Yes,,United States,2024,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,6,,,,,,Option B,Option A,Option A,Option B,Option A,Option B,Option B,Option B,Option B,Option B,Option A,Not familiar at all,Accuracy and reliability of the recommendations,Finding scholarship or financial aid opportunities,Neutral,Explanations of the reasoning behind the recommendations,No,No,,"Moderate-quality education
 ,Abundant availability of scholarships
 ,High tuition fees","Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression,Political stability and security in the home country",,,"Limited social integration and community engagement
 ,Lower cost of living in quieter areas
 ,Abundant opportunities for social interaction",,"Lower cost of living in rural areas
 ,Abundant availability of affordable housing options,Limited job opportunities with lower salaries",,"Efficient emergency services,Low crime rates,Active police presence",,"Moderately prestige and reputation of universities
 ,More opportunity after graduation,Diverse availability of desired courses",,"Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Some level of language barrier may exist making communication less straightforward",,"Accessible cultural events
 ,Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange",,"Limited research opportunities and resources available during studies,High collaborations with other researchers,Abundant availability of research job opportunities after studies","Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Male,31-40,Master's Degree,Single,3,4,5,No,,more than 5,Illiterate,Primary,Business,"NPR 2,00,001 to NPR 500,000",Yes,Kathmandu,Yes,United States,I am already in Abroad,,,,,,,United States,01/08/2023,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,7,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option B,Option A,Option A,Option A,Very familiar,"Accuracy and reliability of the recommendations,Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool,User-friendly interface and ease of use","Selecting a specific university or program,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Very concerned,"Explanations of the reasoning behind the recommendations,User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,,"Lower cost of living in quieter areas
 ,Limited social integration and community engagement
 ,Abundant opportunities for social interaction","Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,,"Low crime rates,Active police presence,Efficient emergency services",,"Diverse availability of desired courses
 ,Moderately prestige and reputation of universities
 ,More opportunity after graduation",,"Different primary language spoken requiring language adaptation
 ,Some level of language barrier may exist making communication less straightforward,Requirement for language proficiency tests (IELTS/PET/TOEFL)","Limited access to cultural events,Rich cultural exposure and diversity on campus
 ,Few opportunities for cultural exchange",,"Few collaborations with other researchers
 ,Abundant research opportunities and resources available during studies
 ,Limited availability of research job opportunities after studies",,"Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Male,21-25,Bachelor's Degree,Single,6,2,2,Yes,1,,Primary,Secondary,Agriculture,"Below NPR 30,000",No,Lalitpur,No,,Yes,,United States,2026,"STEM (Science, Technology, Engineering, Mathematics)",Hard,5,,,,,,Option A,Option B,Option B,Option B,Option A,Option B,Option B,Option B,Option B,Option A,Option B,Moderately familiar,"Accuracy and reliability of the recommendations,Cost-effectiveness and affordability of the AI tool,User-friendly interface and ease of use","Selecting a specific university or program,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Somewhat concerned,"Explanations of the reasoning behind the recommendations,Endorsements or certifications from reputable organizations,User reviews and ratings from other students",,,"Moderately priced tuition fees
 ,High-quality education,Limited availability of scholarships",,,"Abundant availability of part-time job opportunities during studies,Moderate career prospects and job opportunities post-graduation,Lower paygrade",,"Higher living expenses due to economic challenges
 ,Political instability and unrest in the home country,Limited access to civil liberties and freedom of expression",,"Lower cost of living in quieter areas
 ,Abundant opportunities for social interaction
 ,Limited social integration and community engagement","Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,,"Low crime rates,Efficient emergency services,Active police presence",,"Moderately prestige and reputation of universities
 ,More opportunity after graduation,Diverse availability of desired courses",,"Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Different primary language spoken requiring language adaptation
 ,Some level of language barrier may exist making communication less straightforward",,"Accessible cultural events
 ,Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange","Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers",,,"Lower cost of living in environmentally diverse regions
 ,Exposure to environmental pollution and degradation"
Female,21-25,Bachelor's Degree,Single,3,4,3,No,,2,PCL/+2,PCL/+2,Business,"NPR 30,001 to NPR 60,000",No,Kathmandu,Yes,Australia,No plan to go,,,,,,,,,,,,Option A,Option A,Option A,Option A,Option A,Option B,Option A,Option A,Option A,Option B,Option A,Moderately familiar,"Accuracy and reliability of the recommendations,Cost-effectiveness and affordability of the AI tool,User-friendly interface and ease of use","Selecting a specific university or program,Estimating the total cost of studying and living expenses,Finding scholarship or financial aid opportunities",Neutral,"Explanations of the reasoning behind the recommendations,Endorsements or certifications from reputable organizations,User reviews and ratings from other students",No,No,"Limited availability of scholarships
 ,Moderately priced tuition fees
 ,High-quality education",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Political stability and security in the home country,Abundant access to civil liberties and freedom of expression,Lower living expenses due to economic challenges",,"Higher cost of living in socially vibrant urban areas
 ,Access to diverse social networks and communities,Few opportunities for social interaction",,"Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options
 ,Higher cost of living in urban areas",,,"Low crime rates,Active police presence,Efficient emergency services","Prestige and reputation of universities
 ,Limited availability of desired courses,Few opportunity after graduation",,"Communication is generally easy due to fluency in the local language
 ,Majority of the population speaks a language I am fluent in
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Rich cultural exposure and diversity on campus
 ,Limited access to cultural events,Few opportunities for cultural exchange",,,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Female,16-20,Bachelor's Degree,Single,4,7,9,Yes,2,,Master's Degree,Bachelor's Degree,Government Service,"NPR 80,001 to NPR 1,10,000",No,Kailali,Yes,United Arab Emirates,Yes,,Australia,2028,Business and Economics,Hard,7,,,,,,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option A,Option B,Option B,Option A,Moderately familiar,Transparency in how the AI tool arrives at its recommendations,Understanding visa and immigration requirements,Neutral,Clear explanations of how recommendations align with my preferences,,,"Limited availability of scholarships
 ,Moderately priced tuition fees
 ,High-quality education",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,,"Abundant opportunities for social interaction
 ,Limited social integration and community engagement
 ,Lower cost of living in quieter areas","Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,,"Low crime rates,Active police presence,Efficient emergency services",,"Diverse availability of desired courses
 ,Moderately prestige and reputation of universities
 ,More opportunity after graduation","No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,,"Limited cultural exposure and diversity on campus
 ,Accessible cultural events
 ,Greater opportunities for cultural exchange",,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Male,16-20,High School,Single,3,6,5,Yes,3,,Illiterate,PCL/+2,Business,"NPR 1,10,001 to NPR 2,00,000",No,Bajura,No,,Yes,,United States,2025,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,8,,,,,,Option B,Option B,Option A,Option B,Option A,Option B,Option B,Option B,Option B,Option B,Option A,Moderately familiar,"Accuracy and reliability of the recommendations,Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool,User-friendly interface and ease of use","Selecting a specific university or program,Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Very concerned,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",,,,"Abundant availability of scholarships
 ,Moderate-quality education
 ,High tuition fees",,"Abundant availability of part-time job opportunities during studies,Moderate career prospects and job opportunities post-graduation,Lower paygrade","Political stability and security in the home country,Abundant access to civil liberties and freedom of expression,Lower living expenses due to economic challenges",,,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement","Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,,"Low crime rates,Active police presence,Efficient emergency services",,"Moderately prestige and reputation of universities
 ,More opportunity after graduation,Diverse availability of desired courses",,"Some level of language barrier may exist making communication less straightforward,Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Different primary language spoken requiring language adaptation",,"Greater opportunities for cultural exchange
 ,Accessible cultural events
 ,Limited cultural exposure and diversity on campus",,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Male,21-25,High School,Single,2,1,1,No,,1,Primary,Primary,Business,"Below NPR 30,000",No,Lalitpur,No,,No plan to go,,,,,,,,,,,,Option B,Option B,Option A,Option A,Option B,Option B,Option B,Option B,Option A,Option B,Option A,Not familiar at all,Cost-effectiveness and affordability of the AI tool,Estimating the total cost of studying and living expenses,Somewhat concerned,Endorsements or certifications from reputable organizations,,,,"Moderate-quality education,Abundant availability of scholarships
,High tuition fees",,"Lower paygrade,Abundant availability of part-time job opportunities during studies,Moderate career prospects and job opportunities post-graduation","Political stability and security in the home country,Abundant access to civil liberties and freedom of expression,Lower living expenses due to economic challenges",,"Few opportunities for social interaction
 ,Access to diverse social networks and communities,Higher cost of living in socially vibrant urban areas",,"Higher cost of living in urban areas
 ,Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options",,,"Low crime rates,Active police presence,Efficient emergency services",,"Diverse availability of desired courses
 ,Moderately prestige and reputation of universities
 ,More opportunity after graduation",,"Some level of language barrier may exist making communication less straightforward,Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)","Rich cultural exposure and diversity on campus
 ,Limited access to cultural events,Few opportunities for cultural exchange",,,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies","Higher cost of living in environmentally rich regions
 ,Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities",
Male,21-25,Bachelor's Degree,Single,2,3,4,Yes,1,,PCL/+2,PCL/+2,Business,"NPR 30,001 to NPR 60,000",No,Ramechhap,No,,No plan to go,,,,,,,,,,,,Option A,Option A,Option B,Option B,Option A,Option A,Option A,Option A,Option B,Option A,Option B,Slightly familiar,Accuracy and reliability of the recommendations,Selecting a specific university or program,Neutral,Transparency about the data sources and algorithms used,No,No,"Limited availability of scholarships
 ,High-quality education,Moderately priced tuition fees",,"Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,,"Political instability and unrest in the home country
 ,Higher living expenses due to economic challenges
 ,Limited access to civil liberties and freedom of expression",,"Lower cost of living in quieter areas
 ,Limited social integration and community engagement
 ,Abundant opportunities for social interaction","Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,"High crime rates
 ,Limited police presence
 ,Inadequate emergency services",,"Prestige and reputation of universities
 ,Few opportunity after graduation,Limited availability of desired courses",,"Communication is generally easy due to fluency in the local language
 ,Majority of the population speaks a language I am fluent in
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,,"Greater opportunities for cultural exchange
 ,Accessible cultural events
 ,Limited cultural exposure and diversity on campus","Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,,"Exposure to environmental pollution and degradation
 ,Abundant availability of outdoor recreational activities
 ,Lower cost of living in environmentally diverse regions"
Female,16-20,High School,Single,3,3,3,Yes,1,,PCL/+2,Bachelor's Degree,Business,"NPR 60,001 to NPR 80,000",No,Kathmandu,No,,Yes,,United States,2024,"STEM (Science, Technology, Engineering, Mathematics)",Hard,8,,,,,,Option A,Option A,Option A,Option A,Option A,Option B,Option B,Option A,Option B,Option B,Option A,Moderately familiar,"Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool","Choosing a country or region,Selecting a specific university or program,Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Not very concerned,"Transparency about the data sources and algorithms used,Clear explanations of how recommendations align with my preferences",,,"Moderately priced tuition fees
 ,High-quality education,Limited availability of scholarships",,"Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,"Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,"Higher cost of living in socially vibrant urban areas
 ,Access to diverse social networks and communities,Few opportunities for social interaction",,"Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,,"Low crime rates,Efficient emergency services,Active police presence",,"Diverse availability of desired courses
 ,Moderately prestige and reputation of universities
 ,More opportunity after graduation","No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,,"Limited cultural exposure and diversity on campus
 ,Accessible cultural events
 ,Greater opportunities for cultural exchange",,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies","Limited availability of outdoor recreational activities
 ,Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions",
Male,21-25,Bachelor's Degree,Single,5,2,5,No,,3,Illiterate,Primary,Non-Governmental Service,"NPR 30,001 to NPR 60,000",Yes,Khotang,Yes,United States,Yes,,United States,2025,"STEM (Science, Technology, Engineering, Mathematics)",Easy,10,,,,,,Option B,Option A,Option A,Option B,Option A,Option A,Option A,Option A,Option A,Option A,Option A,Very familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations","Choosing a country or region,Selecting a specific university or program",Somewhat concerned,Explanations of the reasoning behind the recommendations,,,,"Abundant availability of scholarships
 ,Moderate-quality education
 ,High tuition fees","Higher paygrade
 ,Limited availability of part-time job opportunities during studies
 ,Strong career prospects and job opportunities post-graduation",,"Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,,"Lower cost of living in quieter areas
 ,Abundant opportunities for social interaction
 ,Limited social integration and community engagement","Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,"Limited police presence
 ,Inadequate emergency services
 ,High crime rates",,"Limited availability of desired courses,Few opportunity after graduation,Prestige and reputation of universities",,"Communication is generally easy due to fluency in the local language
 ,Majority of the population speaks a language I am fluent in
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Limited access to cultural events,Few opportunities for cultural exchange
 ,Rich cultural exposure and diversity on campus",,"Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies
 ,Abundant research opportunities and resources available during studies",,"Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Male,26-30,Master's Degree,Married,4,1,5,No,,2,PCL/+2,PCL/+2,Government Service,"NPR 30,001 to NPR 60,000",Yes,Kathmandu,Yes,Australia,I am already in Abroad,,,,,,,Australia,25/06/2023,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,7,Option A,Option B,Option B,Option A,Option B,Option B,Option B,Option A,Option A,Option A,Option A,Slightly familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations","Selecting a specific university or program,Estimating the total cost of studying and living expenses",Neutral,"Transparency about the data sources and algorithms used,Endorsements or certifications from reputable organizations","Chatgpt, Claude.ai",,"Moderately priced tuition fees
 ,High-quality education,Limited availability of scholarships",,,"Moderate career prospects and job opportunities post-graduation,Lower paygrade,Abundant availability of part-time job opportunities during studies",,"Higher living expenses due to economic challenges
 ,Political instability and unrest in the home country
 ,Limited access to civil liberties and freedom of expression","Higher cost of living in socially vibrant urban areas
 ,Access to diverse social networks and communities,Few opportunities for social interaction",,"Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,,"Active police presence,Low crime rates,Efficient emergency services",,"Diverse availability of desired courses
 ,Moderately prestige and reputation of universities
 ,More opportunity after graduation","Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Rich cultural exposure and diversity on campus
 ,Limited access to cultural events,Few opportunities for cultural exchange",,"Abundant research opportunities and resources available during studies
 ,Limited availability of research job opportunities after studies
 ,Few collaborations with other researchers",,"Limited availability of outdoor recreational activities
 ,Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions",
Female,21-25,Master's Degree,Single,1,3,4,No,,1,Master's Degree,Bachelor's Degree,Government Service,"NPR 1,10,001 to NPR 2,00,000",Yes,Kapilvastu,No,,I am already in Abroad,,,,,,,United Kingdom,01/01/2022,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,8,Option A,Option A,Option B,Option B,Option B,Option B,Option B,Option B,Option B,Option B,Option A,Moderately familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool,User-friendly interface and ease of use","Estimating the total cost of studying and living expenses,Finding scholarship or financial aid opportunities",Neutral,Clear explanations of how recommendations align with my preferences,"ChatGPT, QuilBot, Grammarly,","course availability, adventure and independence","High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,,"Political instability and unrest in the home country
 ,Limited access to civil liberties and freedom of expression
 ,Higher living expenses due to economic challenges",,"Lower cost of living in quieter areas
 ,Limited social integration and community engagement
 ,Abundant opportunities for social interaction","Limited availability of affordable housing options
 ,Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas",,,"Efficient emergency services,Active police presence,Low crime rates",,"More opportunity after graduation,Diverse availability of desired courses
 ,Moderately prestige and reputation of universities",,"Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Different primary language spoken requiring language adaptation
 ,Some level of language barrier may exist making communication less straightforward",,"Limited cultural exposure and diversity on campus
 ,Accessible cultural events
 ,Greater opportunities for cultural exchange",,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Male,21-25,Bachelor's Degree,Single,3,1,4,No,,1,PCL/+2,Bachelor's Degree,Government Service,"NPR 1,10,001 to NPR 2,00,000",Yes,Kavrepalanchok,Yes,Australia,I am already in Abroad,,,,,,,Australia,16/06/2023,"STEM (Science, Technology, Engineering, Mathematics)",Hard,7,Option B,Option A,Option A,Option A,Option A,Option B,Option B,Option B,Option B,Option B,Option A,Very familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,User-friendly interface and ease of use","Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements",Somewhat concerned,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used",No,,,"Abundant availability of scholarships
 ,Moderate-quality education
 ,High tuition fees","Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Political stability and security in the home country,Abundant access to civil liberties and freedom of expression,Lower living expenses due to economic challenges",,"Higher cost of living in socially vibrant urban areas
 ,Access to diverse social networks and communities,Few opportunities for social interaction",,"Limited availability of affordable housing options
 ,Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas",,,"Low crime rates,Efficient emergency services,Active police presence",,"More opportunity after graduation,Diverse availability of desired courses
 ,Moderately prestige and reputation of universities",,"Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Some level of language barrier may exist making communication less straightforward",,"Limited cultural exposure and diversity on campus
 ,Accessible cultural events
 ,Greater opportunities for cultural exchange",,"Abundant availability of research job opportunities after studies,High collaborations with other researchers,Limited research opportunities and resources available during studies","Higher cost of living in environmentally rich regions
 ,Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities",
Female,21-25,Master's Degree,Single,2,3,4,No,,1,Secondary,Bachelor's Degree,Non-Governmental Service,"NPR 80,001 to NPR 1,10,000",No,Dhanusha,Yes,Spain,I am already in Abroad,,,,,,,Spain,06/09/2022,"STEM (Science, Technology, Engineering, Mathematics)",Easy,7,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option B,Option B,Option B,Option A,Slightly familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,Personalization based on your specific preferences and goals","Choosing a country or region,Estimating the total cost of studying and living expenses,Finding scholarship or financial aid opportunities",Somewhat concerned,"User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",chatGPT,,"Limited availability of scholarships
 ,High-quality education,Moderately priced tuition fees",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,,"Lower cost of living in quieter areas
 ,Abundant opportunities for social interaction
 ,Limited social integration and community engagement","Higher cost of living in urban areas
 ,Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options",,,"Low crime rates,Efficient emergency services,Active police presence",,"More opportunity after graduation,Diverse availability of desired courses
 ,Moderately prestige and reputation of universities",,"Some level of language barrier may exist making communication less straightforward,Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Limited cultural exposure and diversity on campus
 ,Accessible cultural events
 ,Greater opportunities for cultural exchange",,"Abundant availability of research job opportunities after studies,High collaborations with other researchers,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Female,16-20,High School,Single,1,3,4,No,,1,Master's Degree,Master's Degree,Government Service,"NPR 30,001 to NPR 60,000",No,Lalitpur,No,,Yes,,United States,2028,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,5,,,,,,Option B,Option A,Option B,Option A,Option A,Option B,Option A,Option A,Option B,Option A,Option A,Moderately familiar,Accuracy and reliability of the recommendations,Selecting a specific university or program,Very concerned,Explanations of the reasoning behind the recommendations,NA,NA,,"Abundant availability of scholarships
 ,Moderate-quality education
 ,High tuition fees","Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,,"Higher living expenses due to economic challenges
 ,Political instability and unrest in the home country,Limited access to civil liberties and freedom of expression","Higher cost of living in socially vibrant urban areas
 ,Few opportunities for social interaction
 ,Access to diverse social networks and communities",,"Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options
 ,Higher cost of living in urban areas",,,"Active police presence,Low crime rates,Efficient emergency services","Limited availability of desired courses,Prestige and reputation of universities
 ,Few opportunity after graduation",,"Communication is generally easy due to fluency in the local language
 ,Majority of the population speaks a language I am fluent in
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,,"Accessible cultural events
 ,Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange","Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,"Higher cost of living in environmentally rich regions
 ,Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities",
Male,21-25,Bachelor's Degree,Single,4,1,3,No,,1,Below High School,Illiterate,Business,"NPR 1,10,001 to NPR 2,00,000",No,Dolpa,No,,Yes,,United States,2024,"STEM (Science, Technology, Engineering, Mathematics)",Hard,7,,,,,,Option A,Option A,Option B,Option B,Option A,Option B,Option A,Option A,Option A,Option A,Option B,Very familiar,Personalization based on your specific preferences and goals,Selecting a specific university or program,Somewhat concerned,User reviews and ratings from other students,Chatgpt,,"Limited availability of scholarships
 ,High-quality education,Moderately priced tuition fees",,"Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,,"Political instability and unrest in the home country
 ,Higher living expenses due to economic challenges
 ,Limited access to civil liberties and freedom of expression",,"Lower cost of living in quieter areas
 ,Abundant opportunities for social interaction
 ,Limited social integration and community engagement","Limited availability of affordable housing options
 ,Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas",,,"Efficient emergency services,Active police presence,Low crime rates","Prestige and reputation of universities
 ,Few opportunity after graduation,Limited availability of desired courses",,"No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,"Rich cultural exposure and diversity on campus
 ,Limited access to cultural events,Few opportunities for cultural exchange",,"Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,,"Lower cost of living in environmentally diverse regions
 ,Exposure to environmental pollution and degradation
 ,Abundant availability of outdoor recreational activities"
