Respondent_ID,Choice_Set_ID,Main_Choice,Sub_Option,Rank,Abroad Study?
52,Social Factors,A,Few opportunities for social interaction,1,Yes
52,Social Factors,A,Access to diverse social networks and communities,2,Yes
52,Social Factors,A,Higher cost of living in socially vibrant urban areas,3,Yes
52,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
52,Economic Factors,A,Limited availability of affordable housing options,2,Yes
52,Economic Factors,A,Higher cost of living in urban areas,3,Yes
52,Safety/Security,B,Efficient emergency services,1,Yes
52,Safety/Security,B,Low crime rates,2,Yes
52,Safety/Security,B,Active police presence,3,Yes
52,University Preference,B,More opportunity after graduation,1,Yes
52,University Preference,B,Diverse availability of desired courses,2,Yes
52,University Preference,B,Moderately prestige and reputation of universities,3,Yes
52,Language Access,B,Some level of language barrier may exist making communication less straightforward,1,Yes
52,Language Access,B,Different primary language spoken requiring language adaptation,2,Yes
52,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
52,Cultural Exposure,B,Greater opportunities for cultural exchange,1,Yes
52,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,Yes
52,Cultural Exposure,B,Accessible cultural events,3,Yes
52,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,Yes
52,Research Opportunities,B,High collaborations with other researchers,2,Yes
52,Research Opportunities,B,Limited research opportunities and resources available during studies,3,Yes
52,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
52,Environmental Factors,A,Higher cost of living in environmentally rich regions,2,Yes
52,Environmental Factors,A,Limited availability of outdoor recreational activities,3,Yes
53,Education Quality,A,Moderately priced tuition fees,1,I am already in Abroad
53,Education Quality,A,High-quality education,2,I am already in Abroad
53,Education Quality,A,Limited availability of scholarships,3,I am already in Abroad
53,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,I am already in Abroad
53,Career Prospects,A,Limited availability of part-time job opportunities during studies,2,I am already in Abroad
53,Career Prospects,A,Higher paygrade,3,I am already in Abroad
53,Political Factors,A,Lower living expenses due to economic challenges,1,I am already in Abroad
53,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,I am already in Abroad
53,Political Factors,A,Political stability and security in the home country,3,I am already in Abroad
53,Social Factors,B,Abundant opportunities for social interaction,1,I am already in Abroad
53,Social Factors,B,Lower cost of living in quieter areas,2,I am already in Abroad
53,Social Factors,B,Limited social integration and community engagement,3,I am already in Abroad
53,Economic Factors,A,Higher cost of living in urban areas,1,I am already in Abroad
53,Economic Factors,A,Access to diverse job opportunities with competitive salaries,2,I am already in Abroad
53,Economic Factors,A,Limited availability of affordable housing options,3,I am already in Abroad
53,Safety/Security,B,Active police presence,1,I am already in Abroad
53,Safety/Security,B,Low crime rates,2,I am already in Abroad
53,Safety/Security,B,Efficient emergency services,3,I am already in Abroad
53,University Preference,B,More opportunity after graduation,1,I am already in Abroad
53,University Preference,B,Moderately prestige and reputation of universities,2,I am already in Abroad
53,University Preference,B,Diverse availability of desired courses,3,I am already in Abroad
53,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,I am already in Abroad
53,Language Access,A,Majority of the population speaks a language I am fluent in,2,I am already in Abroad
53,Language Access,A,Communication is generally easy due to fluency in the local language,3,I am already in Abroad
53,Cultural Exposure,B,Greater opportunities for cultural exchange,1,I am already in Abroad
53,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,I am already in Abroad
53,Cultural Exposure,B,Accessible cultural events,3,I am already in Abroad
53,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,I am already in Abroad
53,Research Opportunities,B,High collaborations with other researchers,2,I am already in Abroad
53,Research Opportunities,B,Limited research opportunities and resources available during studies,3,I am already in Abroad
53,Environmental Factors,A,Access to clean and sustainable living environments,1,I am already in Abroad
53,Environmental Factors,A,Limited availability of outdoor recreational activities,2,I am already in Abroad
53,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,I am already in Abroad
54,Education Quality,A,High-quality education,1,Yes
54,Education Quality,A,Limited availability of scholarships,2,Yes
54,Education Quality,A,Moderately priced tuition fees,3,Yes
54,Career Prospects,B,Lower paygrade,1,Yes
54,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,2,Yes
54,Career Prospects,B,Abundant availability of part-time job opportunities during studies,3,Yes
54,Political Factors,A,Lower living expenses due to economic challenges,1,Yes
54,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,Yes
54,Political Factors,A,Political stability and security in the home country,3,Yes
54,Social Factors,B,Abundant opportunities for social interaction,1,Yes
54,Social Factors,B,Lower cost of living in quieter areas,2,Yes
54,Social Factors,B,Limited social integration and community engagement,3,Yes
54,Safety/Security,B,Low crime rates,1,Yes
54,Safety/Security,B,Efficient emergency services,2,Yes
54,Safety/Security,B,Active police presence,3,Yes
54,University Preference,B,Moderately prestige and reputation of universities,1,Yes
54,University Preference,B,Diverse availability of desired courses,2,Yes
54,University Preference,B,More opportunity after graduation,3,Yes
54,Language Access,A,Majority of the population speaks a language I am fluent in,1,Yes
54,Language Access,A,Communication is generally easy due to fluency in the local language,2,Yes
54,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
54,Cultural Exposure,A,Few opportunities for cultural exchange,1,Yes
54,Cultural Exposure,A,Rich cultural exposure and diversity on campus,2,Yes
54,Cultural Exposure,A,Limited access to cultural events,3,Yes
54,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,Yes
54,Research Opportunities,A,Limited availability of research job opportunities after studies,2,Yes
54,Research Opportunities,A,Few collaborations with other researchers,3,Yes
54,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
54,Environmental Factors,A,Higher cost of living in environmentally rich regions,2,Yes
54,Environmental Factors,A,Limited availability of outdoor recreational activities,3,Yes
55,Education Quality,A,High-quality education,1,Yes
55,Education Quality,A,Limited availability of scholarships,2,Yes
55,Education Quality,A,Moderately priced tuition fees,3,Yes
55,Career Prospects,A,Higher paygrade,1,Yes
55,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,Yes
55,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,Yes
55,Political Factors,A,Lower living expenses due to economic challenges,1,Yes
55,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,Yes
55,Political Factors,A,Political stability and security in the home country,3,Yes
55,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,Yes
55,Social Factors,A,Access to diverse social networks and communities,2,Yes
55,Social Factors,A,Few opportunities for social interaction,3,Yes
55,Safety/Security,B,Low crime rates,1,Yes
55,Safety/Security,B,Efficient emergency services,2,Yes
55,Safety/Security,B,Active police presence,3,Yes
55,University Preference,A,Prestige and reputation of universities,1,Yes
55,University Preference,A,Few opportunity after graduation,2,Yes
55,University Preference,A,Limited availability of desired courses,3,Yes
55,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,Yes
55,Language Access,A,Majority of the population speaks a language I am fluent in,2,Yes
55,Language Access,A,Communication is generally easy due to fluency in the local language,3,Yes
55,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,Yes
55,Cultural Exposure,A,Few opportunities for cultural exchange,2,Yes
55,Cultural Exposure,A,Limited access to cultural events,3,Yes
55,Research Opportunities,A,Limited availability of research job opportunities after studies,1,Yes
55,Research Opportunities,A,Abundant research opportunities and resources available during studies,2,Yes
55,Research Opportunities,A,Few collaborations with other researchers,3,Yes
55,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
55,Environmental Factors,A,Higher cost of living in environmentally rich regions,2,Yes
55,Environmental Factors,A,Limited availability of outdoor recreational activities,3,Yes
56,Education Quality,A,High-quality education,1,No plan to go
56,Education Quality,A,Moderately priced tuition fees,2,No plan to go
56,Education Quality,A,Limited availability of scholarships,3,No plan to go
56,Career Prospects,B,Abundant availability of part-time job opportunities during studies,1,No plan to go
56,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,2,No plan to go
56,Career Prospects,B,Lower paygrade,3,No plan to go
56,Political Factors,A,Lower living expenses due to economic challenges,1,No plan to go
56,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,No plan to go
56,Political Factors,A,Political stability and security in the home country,3,No plan to go
56,Social Factors,A,Access to diverse social networks and communities,1,No plan to go
56,Social Factors,A,Higher cost of living in socially vibrant urban areas,2,No plan to go
56,Social Factors,A,Few opportunities for social interaction,3,No plan to go
56,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,No plan to go
56,Economic Factors,A,Higher cost of living in urban areas,2,No plan to go
56,Economic Factors,A,Limited availability of affordable housing options,3,No plan to go
56,Safety/Security,A,Limited police presence,1,No plan to go
56,Safety/Security,A,Inadequate emergency services,2,No plan to go
56,Safety/Security,A,High crime rates,3,No plan to go
56,University Preference,A,Prestige and reputation of universities,1,No plan to go
56,University Preference,A,Limited availability of desired courses,2,No plan to go
56,University Preference,A,Few opportunity after graduation,3,No plan to go
56,Language Access,A,Majority of the population speaks a language I am fluent in,1,No plan to go
56,Language Access,A,Communication is generally easy due to fluency in the local language,2,No plan to go
56,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,No plan to go
56,Cultural Exposure,A,Few opportunities for cultural exchange,1,No plan to go
56,Cultural Exposure,A,Rich cultural exposure and diversity on campus,2,No plan to go
56,Cultural Exposure,A,Limited access to cultural events,3,No plan to go
56,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,No plan to go
56,Research Opportunities,B,Limited research opportunities and resources available during studies,2,No plan to go
56,Research Opportunities,B,High collaborations with other researchers,3,No plan to go
56,Environmental Factors,B,Exposure to environmental pollution and degradation,1,No plan to go
56,Environmental Factors,B,Lower cost of living in environmentally diverse regions,2,No plan to go
56,Environmental Factors,B,Abundant availability of outdoor recreational activities,3,No plan to go
57,Education Quality,B,Abundant availability of scholarships,1,No plan to go
57,Education Quality,B,Moderate-quality education,2,No plan to go
57,Education Quality,B,High tuition fees,3,No plan to go
57,Career Prospects,A,Higher paygrade,1,No plan to go
57,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,No plan to go
57,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
57,Political Factors,A,Political stability and security in the home country,1,No plan to go
57,Political Factors,A,Lower living expenses due to economic challenges,2,No plan to go
57,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,No plan to go
57,Social Factors,A,Access to diverse social networks and communities,1,No plan to go
57,Social Factors,A,Higher cost of living in socially vibrant urban areas,2,No plan to go
57,Social Factors,A,Few opportunities for social interaction,3,No plan to go
57,Safety/Security,B,Active police presence,1,No plan to go
57,Safety/Security,B,Low crime rates,2,No plan to go
57,Safety/Security,B,Efficient emergency services,3,No plan to go
57,University Preference,B,More opportunity after graduation,1,No plan to go
57,University Preference,B,Moderately prestige and reputation of universities,2,No plan to go
57,University Preference,B,Diverse availability of desired courses,3,No plan to go
57,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,No plan to go
57,Language Access,A,Majority of the population speaks a language I am fluent in,2,No plan to go
57,Language Access,A,Communication is generally easy due to fluency in the local language,3,No plan to go
57,Cultural Exposure,B,Greater opportunities for cultural exchange,1,No plan to go
57,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,No plan to go
57,Cultural Exposure,B,Accessible cultural events,3,No plan to go
57,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,No plan to go
57,Research Opportunities,A,Few collaborations with other researchers,2,No plan to go
57,Research Opportunities,A,Limited availability of research job opportunities after studies,3,No plan to go
57,Environmental Factors,B,Lower cost of living in environmentally diverse regions,1,No plan to go
57,Environmental Factors,B,Exposure to environmental pollution and degradation,2,No plan to go
57,Environmental Factors,B,Abundant availability of outdoor recreational activities,3,No plan to go
58,Education Quality,A,Moderately priced tuition fees,1,Yes
58,Education Quality,A,High-quality education,2,Yes
58,Education Quality,A,Limited availability of scholarships,3,Yes
58,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,Yes
58,Career Prospects,A,Higher paygrade,2,Yes
58,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,Yes
58,Political Factors,A,Abundant access to civil liberties and freedom of expression,1,Yes
58,Political Factors,A,Political stability and security in the home country,2,Yes
58,Political Factors,A,Lower living expenses due to economic challenges,3,Yes
58,Social Factors,A,Few opportunities for social interaction,1,Yes
58,Social Factors,A,Access to diverse social networks and communities,2,Yes
58,Social Factors,A,Higher cost of living in socially vibrant urban areas,3,Yes
58,Safety/Security,B,Active police presence,1,Yes
58,Safety/Security,B,Low crime rates,2,Yes
58,Safety/Security,B,Efficient emergency services,3,Yes
58,University Preference,B,Moderately prestige and reputation of universities,1,Yes
58,University Preference,B,Diverse availability of desired courses,2,Yes
58,University Preference,B,More opportunity after graduation,3,Yes
58,Language Access,A,Majority of the population speaks a language I am fluent in,1,Yes
58,Language Access,A,Communication is generally easy due to fluency in the local language,2,Yes
58,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
58,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,Yes
58,Cultural Exposure,A,Few opportunities for cultural exchange,2,Yes
58,Cultural Exposure,A,Limited access to cultural events,3,Yes
58,Research Opportunities,B,High collaborations with other researchers,1,Yes
58,Research Opportunities,B,Abundant availability of research job opportunities after studies,2,Yes
58,Research Opportunities,B,Limited research opportunities and resources available during studies,3,Yes
58,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
58,Environmental Factors,A,Limited availability of outdoor recreational activities,2,Yes
58,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,Yes
59,Education Quality,A,High-quality education,1,Yes
59,Education Quality,A,Limited availability of scholarships,2,Yes
59,Education Quality,A,Moderately priced tuition fees,3,Yes
59,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,Yes
59,Career Prospects,A,Higher paygrade,2,Yes
59,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,Yes
59,Political Factors,A,Political stability and security in the home country,1,Yes
59,Political Factors,A,Lower living expenses due to economic challenges,2,Yes
59,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,Yes
59,Social Factors,B,Abundant opportunities for social interaction,1,Yes
59,Social Factors,B,Limited social integration and community engagement,2,Yes
59,Social Factors,B,Lower cost of living in quieter areas,3,Yes
59,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
59,Economic Factors,A,Higher cost of living in urban areas,2,Yes
59,Economic Factors,A,Limited availability of affordable housing options,3,Yes
59,Safety/Security,B,Active police presence,1,Yes
59,Safety/Security,B,Low crime rates,2,Yes
59,Safety/Security,B,Efficient emergency services,3,Yes
59,University Preference,B,More opportunity after graduation,1,Yes
59,University Preference,B,Moderately prestige and reputation of universities,2,Yes
59,University Preference,B,Diverse availability of desired courses,3,Yes
59,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,Yes
59,Language Access,A,Communication is generally easy due to fluency in the local language,2,Yes
59,Language Access,A,Majority of the population speaks a language I am fluent in,3,Yes
59,Cultural Exposure,B,Accessible cultural events,1,Yes
59,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,Yes
59,Cultural Exposure,B,Greater opportunities for cultural exchange,3,Yes
59,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,Yes
59,Research Opportunities,A,Few collaborations with other researchers,2,Yes
59,Research Opportunities,A,Limited availability of research job opportunities after studies,3,Yes
59,Environmental Factors,A,Limited availability of outdoor recreational activities,1,Yes
59,Environmental Factors,A,Access to clean and sustainable living environments,2,Yes
59,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,Yes
60,Education Quality,A,High-quality education,1,No plan to go
60,Education Quality,A,Moderately priced tuition fees,2,No plan to go
60,Education Quality,A,Limited availability of scholarships,3,No plan to go
60,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,No plan to go
60,Career Prospects,A,Limited availability of part-time job opportunities during studies,2,No plan to go
60,Career Prospects,A,Higher paygrade,3,No plan to go
60,Political Factors,A,Political stability and security in the home country,1,No plan to go
60,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,No plan to go
60,Political Factors,A,Lower living expenses due to economic challenges,3,No plan to go
60,Social Factors,B,Abundant opportunities for social interaction,1,No plan to go
60,Social Factors,B,Lower cost of living in quieter areas,2,No plan to go
60,Social Factors,B,Limited social integration and community engagement,3,No plan to go
60,Safety/Security,B,Low crime rates,1,No plan to go
60,Safety/Security,B,Efficient emergency services,2,No plan to go
60,Safety/Security,B,Active police presence,3,No plan to go
60,University Preference,B,Diverse availability of desired courses,1,No plan to go
60,University Preference,B,More opportunity after graduation,2,No plan to go
60,University Preference,B,Moderately prestige and reputation of universities,3,No plan to go
60,Language Access,A,Communication is generally easy due to fluency in the local language,1,No plan to go
60,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),2,No plan to go
60,Language Access,A,Majority of the population speaks a language I am fluent in,3,No plan to go
60,Cultural Exposure,B,Greater opportunities for cultural exchange,1,No plan to go
60,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,No plan to go
60,Cultural Exposure,B,Accessible cultural events,3,No plan to go
60,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,No plan to go
60,Research Opportunities,A,Few collaborations with other researchers,2,No plan to go
60,Research Opportunities,A,Limited availability of research job opportunities after studies,3,No plan to go
60,Environmental Factors,A,Access to clean and sustainable living environments,1,No plan to go
60,Environmental Factors,A,Higher cost of living in environmentally rich regions,2,No plan to go
60,Environmental Factors,A,Limited availability of outdoor recreational activities,3,No plan to go
61,Education Quality,B,Abundant availability of scholarships,1,I am already in Abroad
61,Education Quality,B,Moderate-quality education,2,I am already in Abroad
61,Education Quality,B,High tuition fees,3,I am already in Abroad
61,Career Prospects,B,Abundant availability of part-time job opportunities during studies,1,I am already in Abroad
61,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,2,I am already in Abroad
61,Career Prospects,B,Lower paygrade,3,I am already in Abroad
61,Political Factors,A,Abundant access to civil liberties and freedom of expression,1,I am already in Abroad
61,Political Factors,A,Political stability and security in the home country,2,I am already in Abroad
61,Political Factors,A,Lower living expenses due to economic challenges,3,I am already in Abroad
61,Social Factors,A,Access to diverse social networks and communities,1,I am already in Abroad
61,Social Factors,A,Higher cost of living in socially vibrant urban areas,2,I am already in Abroad
61,Social Factors,A,Few opportunities for social interaction,3,I am already in Abroad
61,Economic Factors,A,Higher cost of living in urban areas,1,I am already in Abroad
61,Economic Factors,A,Limited availability of affordable housing options,2,I am already in Abroad
61,Economic Factors,A,Access to diverse job opportunities with competitive salaries,3,I am already in Abroad
61,Safety/Security,B,Low crime rates,1,I am already in Abroad
61,Safety/Security,B,Efficient emergency services,2,I am already in Abroad
61,Safety/Security,B,Active police presence,3,I am already in Abroad
61,University Preference,B,Diverse availability of desired courses,1,I am already in Abroad
61,University Preference,B,More opportunity after graduation,2,I am already in Abroad
61,University Preference,B,Moderately prestige and reputation of universities,3,I am already in Abroad
61,Language Access,B,Different primary language spoken requiring language adaptation,1,I am already in Abroad
61,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),2,I am already in Abroad
61,Language Access,B,Some level of language barrier may exist making communication less straightforward,3,I am already in Abroad
61,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,I am already in Abroad
61,Cultural Exposure,A,Few opportunities for cultural exchange,2,I am already in Abroad
61,Cultural Exposure,A,Limited access to cultural events,3,I am already in Abroad
61,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,I am already in Abroad
61,Research Opportunities,B,High collaborations with other researchers,2,I am already in Abroad
61,Research Opportunities,B,Limited research opportunities and resources available during studies,3,I am already in Abroad
61,Environmental Factors,A,Access to clean and sustainable living environments,1,I am already in Abroad
61,Environmental Factors,A,Limited availability of outdoor recreational activities,2,I am already in Abroad
61,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,I am already in Abroad
62,Education Quality,A,High-quality education,1,No plan to go
62,Education Quality,A,Moderately priced tuition fees,2,No plan to go
62,Education Quality,A,Limited availability of scholarships,3,No plan to go
62,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,No plan to go
62,Career Prospects,A,Higher paygrade,2,No plan to go
62,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
62,Political Factors,A,Political stability and security in the home country,1,No plan to go
62,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,No plan to go
62,Political Factors,A,Lower living expenses due to economic challenges,3,No plan to go
62,Social Factors,A,Access to diverse social networks and communities,1,No plan to go
62,Social Factors,A,Higher cost of living in socially vibrant urban areas,2,No plan to go
62,Social Factors,A,Few opportunities for social interaction,3,No plan to go
62,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,No plan to go
62,Economic Factors,A,Higher cost of living in urban areas,2,No plan to go
62,Economic Factors,A,Limited availability of affordable housing options,3,No plan to go
62,Safety/Security,B,Low crime rates,1,No plan to go
62,Safety/Security,B,Active police presence,2,No plan to go
62,Safety/Security,B,Efficient emergency services,3,No plan to go
62,University Preference,A,Prestige and reputation of universities,1,No plan to go
62,University Preference,A,Limited availability of desired courses,2,No plan to go
62,University Preference,A,Few opportunity after graduation,3,No plan to go
62,Language Access,A,Communication is generally easy due to fluency in the local language,1,No plan to go
62,Language Access,A,Majority of the population speaks a language I am fluent in,2,No plan to go
62,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,No plan to go
62,Cultural Exposure,B,Accessible cultural events,1,No plan to go
62,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,No plan to go
62,Cultural Exposure,B,Greater opportunities for cultural exchange,3,No plan to go
62,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,No plan to go
62,Research Opportunities,B,Limited research opportunities and resources available during studies,2,No plan to go
62,Research Opportunities,B,High collaborations with other researchers,3,No plan to go
62,Environmental Factors,A,Access to clean and sustainable living environments,1,No plan to go
62,Environmental Factors,A,Higher cost of living in environmentally rich regions,2,No plan to go
62,Environmental Factors,A,Limited availability of outdoor recreational activities,3,No plan to go
63,Education Quality,A,High-quality education,1,Yes
63,Education Quality,A,Moderately priced tuition fees,2,Yes
63,Education Quality,A,Limited availability of scholarships,3,Yes
63,Career Prospects,A,Strong career prospects and job opportunities post-graduation,1,Yes
63,Career Prospects,A,Higher paygrade,2,Yes
63,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,Yes
63,Political Factors,B,Political instability and unrest in the home country,1,Yes
63,Political Factors,B,Higher living expenses due to economic challenges,2,Yes
63,Political Factors,B,Limited access to civil liberties and freedom of expression,3,Yes
63,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,Yes
63,Social Factors,A,Access to diverse social networks and communities,2,Yes
63,Social Factors,A,Few opportunities for social interaction,3,Yes
63,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
63,Economic Factors,A,Limited availability of affordable housing options,2,Yes
63,Economic Factors,A,Higher cost of living in urban areas,3,Yes
63,Safety/Security,A,Limited police presence,1,Yes
63,Safety/Security,A,Inadequate emergency services,2,Yes
63,Safety/Security,A,High crime rates,3,Yes
63,University Preference,A,Prestige and reputation of universities,1,Yes
63,University Preference,A,Limited availability of desired courses,2,Yes
63,University Preference,A,Few opportunity after graduation,3,Yes
63,Language Access,A,Majority of the population speaks a language I am fluent in,1,Yes
63,Language Access,A,Communication is generally easy due to fluency in the local language,2,Yes
63,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
63,Cultural Exposure,A,Few opportunities for cultural exchange,1,Yes
63,Cultural Exposure,A,Rich cultural exposure and diversity on campus,2,Yes
63,Cultural Exposure,A,Limited access to cultural events,3,Yes
63,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,Yes
63,Research Opportunities,A,Few collaborations with other researchers,2,Yes
63,Research Opportunities,A,Limited availability of research job opportunities after studies,3,Yes
63,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
63,Environmental Factors,A,Limited availability of outdoor recreational activities,2,Yes
63,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,Yes
64,Education Quality,A,High-quality education,1,No plan to go
64,Education Quality,A,Limited availability of scholarships,2,No plan to go
64,Education Quality,A,Moderately priced tuition fees,3,No plan to go
64,Career Prospects,A,Higher paygrade,1,No plan to go
64,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,No plan to go
64,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
64,Political Factors,B,Limited access to civil liberties and freedom of expression,1,No plan to go
64,Political Factors,B,Political instability and unrest in the home country,2,No plan to go
64,Political Factors,B,Higher living expenses due to economic challenges,3,No plan to go
64,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,No plan to go
64,Social Factors,A,Access to diverse social networks and communities,2,No plan to go
64,Social Factors,A,Few opportunities for social interaction,3,No plan to go
64,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,No plan to go
64,Economic Factors,A,Limited availability of affordable housing options,2,No plan to go
64,Economic Factors,A,Higher cost of living in urban areas,3,No plan to go
64,Safety/Security,B,Low crime rates,1,No plan to go
64,Safety/Security,B,Active police presence,2,No plan to go
64,Safety/Security,B,Efficient emergency services,3,No plan to go
64,University Preference,B,More opportunity after graduation,1,No plan to go
64,University Preference,B,Moderately prestige and reputation of universities,2,No plan to go
64,University Preference,B,Diverse availability of desired courses,3,No plan to go
64,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),1,No plan to go
64,Language Access,B,Different primary language spoken requiring language adaptation,2,No plan to go
64,Language Access,B,Some level of language barrier may exist making communication less straightforward,3,No plan to go
64,Cultural Exposure,B,Accessible cultural events,1,No plan to go
64,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,No plan to go
64,Cultural Exposure,B,Greater opportunities for cultural exchange,3,No plan to go
64,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,No plan to go
64,Research Opportunities,B,High collaborations with other researchers,2,No plan to go
64,Research Opportunities,B,Limited research opportunities and resources available during studies,3,No plan to go
64,Environmental Factors,B,Lower cost of living in environmentally diverse regions,1,No plan to go
64,Environmental Factors,B,Abundant availability of outdoor recreational activities,2,No plan to go
64,Environmental Factors,B,Exposure to environmental pollution and degradation,3,No plan to go
65,Education Quality,A,High-quality education,1,Yes
65,Education Quality,A,Moderately priced tuition fees,2,Yes
65,Education Quality,A,Limited availability of scholarships,3,Yes
65,Career Prospects,B,Abundant availability of part-time job opportunities during studies,1,Yes
65,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,2,Yes
65,Career Prospects,B,Lower paygrade,3,Yes
65,Political Factors,A,Political stability and security in the home country,1,Yes
65,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,Yes
65,Political Factors,A,Lower living expenses due to economic challenges,3,Yes
65,Social Factors,B,Lower cost of living in quieter areas,1,Yes
65,Social Factors,B,Abundant opportunities for social interaction,2,Yes
65,Social Factors,B,Limited social integration and community engagement,3,Yes
65,Economic Factors,A,Limited availability of affordable housing options,1,Yes
65,Economic Factors,A,Access to diverse job opportunities with competitive salaries,2,Yes
65,Economic Factors,A,Higher cost of living in urban areas,3,Yes
65,Safety/Security,B,Low crime rates,1,Yes
65,Safety/Security,B,Efficient emergency services,2,Yes
65,Safety/Security,B,Active police presence,3,Yes
65,University Preference,B,More opportunity after graduation,1,Yes
65,University Preference,B,Moderately prestige and reputation of universities,2,Yes
65,University Preference,B,Diverse availability of desired courses,3,Yes
65,Language Access,B,Some level of language barrier may exist making communication less straightforward,1,Yes
65,Language Access,B,Different primary language spoken requiring language adaptation,2,Yes
65,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
65,Cultural Exposure,B,Accessible cultural events,1,Yes
65,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,Yes
65,Cultural Exposure,B,Greater opportunities for cultural exchange,3,Yes
65,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,Yes
